日付,A社,B社,C社,D社
2013-03-11,2962.0,1393.0,1246.0,1032.0
2013-03-12,2994.0,1376.0,1204.0,987.0
2013-03-13,2959.0,1389.0,1188.0,1024.0
2013-03-14,2994.0,1403.0,1214.0,1022.0
2013-03-15,3050.0,1438.0,1197.0,1036.0
2013-03-18,2986.0,1434.0,1143.0,1064.0
2013-03-19,3065.0,1475.0,1171.0,1059.0
2013-03-21,3160.0,1497.0,1204.0,1073.0
2013-03-22,3105.0,1529.0,1195.0,1053.0
2013-03-25,3185.0,1537.0,1205.0,1075.0
2013-03-26,3120.0,1591.0,1200.0,1089.0
2013-03-27,3085.0,1558.0,1216.0,1080.0
2013-03-28,3095.0,1545.0,1226.0,1064.0
2013-03-29,3135.0,1540.0,1243.0,1064.0
2013-04-01,3125.0,1481.0,1189.0,983.0
2013-04-02,3010.0,1458.0,1228.0,945.0
2013-04-03,3040.0,1475.0,1235.0,987.0
2013-04-04,3085.0,1499.0,1295.0,1060.0
2013-04-05,3025.0,1505.0,1241.0,1109.0
2013-04-08,3060.0,1529.0,1297.0,1103.0
2013-04-09,3080.0,1491.0,1293.0,1064.0
2013-04-10,3065.0,1476.0,1314.0,1074.0
2013-04-11,3080.0,1456.0,1323.0,1061.0
2013-04-12,3065.0,1489.0,1354.0,1043.0
2013-04-15,3010.0,1461.0,1329.0,1061.0
2013-04-16,3045.0,1503.0,1351.0,1052.0
2013-04-17,3090.0,1514.0,1406.0,1087.0
2013-04-18,3005.0,1506.0,1400.0,1058.0
2013-04-19,3000.0,1524.0,1411.0,1052.0
2013-04-22,3030.0,1560.0,1414.0,1070.0
2013-04-23,3035.0,1530.0,1424.0,1071.0
2013-04-24,3075.0,1581.0,1467.0,1080.0
2013-04-25,3105.0,1625.0,1479.0,1084.0
2013-04-26,3085.0,1581.0,1429.0,1065.0
2013-04-30,3080.0,1633.0,1464.0,1107.0
2013-05-01,3065.0,1645.0,1453.0,1066.0
2013-05-02,3060.0,1632.0,1428.0,1080.0
2013-05-07,3105.0,1689.0,1483.0,1179.0
2013-05-08,3130.0,1658.0,1458.0,1116.0
2013-05-09,3440.0,1680.0,1460.0,1238.0
2013-05-10,3835.0,1603.0,1521.0,1218.0
2013-05-13,3875.0,1617.0,1503.0,1186.0
2013-05-14,3815.0,1630.0,1571.0,1176.0
2013-05-15,3820.0,1553.0,1543.0,1145.0
2013-05-16,3710.0,1560.0,1516.0,1132.0
2013-05-17,3840.0,1571.0,1548.0,1158.0
2013-05-20,3875.0,1640.0,1523.0,1139.0
2013-05-21,3850.0,1634.0,1533.0,1127.0
2013-05-22,3835.0,1631.0,1515.0,1090.0
2013-05-23,3545.0,1537.0,1453.0,1015.0
2013-05-24,3640.0,1517.0,1490.0,1050.0
2013-05-27,3555.0,1530.0,1450.0,1028.0
2013-05-28,3515.0,1499.0,1443.0,1034.0
2013-05-29,3510.0,1504.0,1458.0,1040.0
2013-05-30,3310.0,1441.0,1390.0,1008.0
2013-05-31,3455.0,1449.0,1413.0,1053.0
2013-06-03,3320.0,1435.0,1466.0,1052.0
2013-06-04,3435.0,1452.0,1469.0,1018.0
2013-06-05,3285.0,1403.0,1450.0,998.0
2013-06-06,3310.0,1345.0,1357.0,947.0
2013-06-07,3330.0,1306.0,1328.0,941.0
2013-06-10,3450.0,1374.0,1405.0,994.0
2013-06-11,3335.0,1378.0,1368.0,985.0
2013-06-12,3380.0,1346.0,1362.0,995.0
2013-06-13,3115.0,1302.0,1310.0,951.0
2013-06-14,3195.0,1301.0,1318.0,956.0
2013-06-17,3330.0,1349.0,1369.0,1018.0
2013-06-18,3305.0,1371.0,1365.0,1033.0
2013-06-19,3355.0,1398.0,1383.0,1042.0
2013-06-20,3340.0,1355.0,1332.0,1005.0
2013-06-21,3435.0,1319.0,1364.0,1018.0
2013-06-24,3405.0,1344.0,1321.0,1020.0
2013-06-25,3350.0,1359.0,1311.0,1001.0
2013-06-26,3345.0,1325.0,1309.0,971.0
2013-06-27,3395.0,1429.0,1330.0,985.0
2013-06-28,3520.0,1443.0,1318.0,1022.0
2013-07-01,3550.0,1442.0,1358.0,1108.0
2013-07-02,3550.0,1441.0,1336.0,1101.0
2013-07-03,3525.0,1430.0,1215.0,1113.0
2013-07-04,3545.0,1431.0,1159.0,1110.0
2013-07-05,3690.0,1444.0,1155.0,1111.0
2013-07-08,3590.0,1441.0,1178.0,1089.0
2013-07-09,3700.0,1468.0,1158.0,1113.0
2013-07-10,3675.0,1455.0,1174.0,1095.0
2013-07-11,3710.0,1471.0,1188.0,1092.0
2013-07-12,3745.0,1483.0,1189.0,1091.0
2013-07-16,3820.0,1470.0,1180.0,1085.0
2013-07-17,3810.0,1468.0,1221.0,1086.0
2013-07-18,3910.0,1474.0,1260.0,1093.0
2013-07-19,3805.0,1512.0,1237.0,1087.0
2013-07-22,3865.0,1504.0,1240.0,1111.0
2013-07-23,3900.0,1504.0,1257.0,1110.0
2013-07-24,3830.0,1493.0,1258.0,1133.0
2013-07-25,3860.0,1474.0,1237.0,1120.0
2013-07-26,3710.0,1472.0,1250.0,1090.0
2013-07-29,3555.0,1379.0,1193.0,1046.0
2013-07-30,3635.0,1357.0,1211.0,1084.0
2013-07-31,3520.0,1375.0,1141.0,1080.0
2013-08-01,3300.0,1403.0,1139.0,1006.0
2013-08-02,3505.0,1446.0,1187.0,1063.0
2013-08-05,3435.0,1434.0,1163.0,1076.0
2013-08-06,3500.0,1447.0,1200.0,1109.0
2013-08-07,3355.0,1416.0,1197.0,1097.0
2013-08-08,3375.0,1394.0,1212.0,1081.0
2013-08-09,3390.0,1378.0,1229.0,1098.0
2013-08-12,3360.0,1352.0,1224.0,1115.0
2013-08-13,3480.0,1391.0,1232.0,1149.0
2013-08-14,3565.0,1396.0,1285.0,1157.0
2013-08-15,3470.0,1369.0,1275.0,1145.0
2013-08-16,3455.0,1347.0,1276.0,1135.0
2013-08-19,3505.0,1363.0,1291.0,1135.0
2013-08-20,3405.0,1373.0,1294.0,1138.0
2013-08-21,3425.0,1384.0,1242.0,1121.0
2013-08-22,3410.0,1410.0,1255.0,1119.0
2013-08-23,3500.0,1443.0,1251.0,1135.0
2013-08-26,3485.0,1441.0,1229.0,1135.0
2013-08-27,3445.0,1417.0,1244.0,1126.0
2013-08-28,3445.0,1399.0,1195.0,1108.0
2013-08-29,3500.0,1404.0,1201.0,1101.0
2013-08-30,3520.0,1377.0,1174.0,1083.0
2013-09-02,3500.0,1401.0,1214.0,1086.0
2013-09-03,3600.0,1428.0,1224.0,1104.0
2013-09-04,3615.0,1406.0,1207.0,1107.0
2013-09-05,3570.0,1390.0,1178.0,1104.0
2013-09-06,3415.0,1386.0,1177.0,1100.0
2013-09-09,3550.0,1410.0,1201.0,1118.0
2013-09-10,3580.0,1429.0,1208.0,1125.0
2013-09-11,3565.0,1444.0,1194.0,1126.0
2013-09-12,3550.0,1437.0,1204.0,1118.0
2013-09-13,3530.0,1419.0,1202.0,1108.0
2013-09-17,3545.0,1454.0,1194.0,1097.0
2013-09-18,3555.0,1492.0,1196.0,1110.0
2013-09-19,3640.0,1540.0,1222.0,1135.0
2013-09-20,3640.0,1530.0,1222.0,1129.0
2013-09-24,3660.0,1514.0,1208.0,1121.0
2013-09-25,3375.0,1517.0,1194.0,1097.0
2013-09-26,3365.0,1596.0,1218.0,1120.0
2013-09-27,3400.0,1565.0,1234.0,1103.0
2013-09-30,3305.0,1554.0,1239.0,1103.0
2013-10-01,3320.0,1579.0,1228.0,1095.0
2013-10-02,3195.0,1590.0,1242.0,1086.0
2013-10-03,3180.0,1563.0,1282.0,1089.0
2013-10-04,3190.0,1535.0,1266.0,1092.0
2013-10-07,3125.0,1544.0,1239.0,1083.0
2013-10-08,3135.0,1536.0,1190.0,1104.0
2013-10-09,3170.0,1556.0,1199.0,1116.0
2013-10-10,3205.0,1590.0,1198.0,1132.0
2013-10-11,3285.0,1623.0,1220.0,1128.0
2013-10-15,3275.0,1647.0,1224.0,1132.0
2013-10-16,3235.0,1623.0,1219.0,1144.0
2013-10-17,3270.0,1648.0,1276.0,1146.0
2013-10-18,3195.0,1649.0,1282.0,1145.0
2013-10-21,3245.0,1657.0,1287.0,1150.0
2013-10-22,3280.0,1661.0,1350.0,1153.0
2013-10-23,3200.0,1651.0,1336.0,1193.0
2013-10-24,3210.0,1669.0,1351.0,1190.0
2013-10-25,3175.0,1615.0,1329.0,1195.0
2013-10-28,3275.0,1627.0,1357.0,1200.0
2013-10-29,3265.0,1686.0,1380.0,1228.0
2013-10-30,3275.0,1688.0,1339.0,1193.0
2013-10-31,3250.0,1681.0,1411.0,1201.0
2013-11-01,3095.0,1631.0,1373.0,1188.0
2013-11-05,3195.0,1614.0,1361.0,1171.0
2013-11-06,3245.0,1665.0,1370.0,1172.0
2013-11-07,3285.0,1707.0,1375.0,1172.0
2013-11-08,3245.0,1750.0,1373.0,1188.0
2013-11-11,3305.0,1738.0,1386.0,1180.0
2013-11-12,3410.0,1751.0,1410.0,1190.0
2013-11-13,3405.0,1735.0,1420.0,1187.0
2013-11-14,3545.0,1808.0,1451.0,1210.0
2013-11-15,3600.0,1767.0,1472.0,1238.0
2013-11-18,3645.0,1779.0,1491.0,1221.0
2013-11-19,3645.0,1735.0,1493.0,1211.0
2013-11-20,3660.0,1753.0,1530.0,1208.0
2013-11-21,3740.0,1806.0,1556.0,1214.0
2013-11-22,3755.0,1818.0,1583.0,1218.0
2013-11-25,3810.0,1824.0,1566.0,1221.0
2013-11-26,3665.0,1845.0,1526.0,1222.0
2013-11-27,3635.0,1884.0,1499.0,1214.0
2013-11-28,3745.0,1870.0,1504.0,1210.0
2013-11-29,3685.0,1871.0,1552.0,1213.0
2013-12-02,3655.0,1871.0,1546.0,1267.0
2013-12-03,3670.0,1888.0,1569.0,1244.0
2013-12-04,3585.0,1856.0,1564.0,1214.0
2013-12-05,3495.0,1822.0,1541.0,1207.0
2013-12-06,3510.0,1800.0,1539.0,1207.0
2013-12-09,3630.0,1839.0,1606.0,1225.0
2013-12-10,3615.0,1845.0,1590.0,1219.0
2013-12-11,3580.0,1819.0,1571.0,1212.0
2013-12-12,3545.0,1826.0,1577.0,1194.0
2013-12-13,3580.0,1778.0,1540.0,1198.0
2013-12-16,3515.0,1761.0,1539.0,1185.0
2013-12-17,3540.0,1794.0,1568.0,1195.0
2013-12-18,3640.0,1785.0,1582.0,1211.0
2013-12-19,3700.0,1727.0,1589.0,1223.0
2013-12-20,3765.0,1757.0,1586.0,1217.0
2013-12-24,3750.0,1734.0,1612.0,1212.0
2013-12-25,3785.0,1772.0,1596.0,1212.0
2013-12-26,3845.0,1803.0,1623.0,1216.0
2013-12-27,3845.0,1823.0,1640.0,1218.0
2013-12-30,3880.0,1844.0,1659.0,1246.0
2014-01-06,3750.0,1891.0,1676.0,1290.0
2014-01-07,3760.0,1919.0,1652.0,1302.0
2014-01-08,3820.0,1952.0,1675.0,1354.0
2014-01-09,3765.0,1915.0,1543.0,1351.0
2014-01-10,3725.0,1937.0,1569.0,1346.0
2014-01-14,3555.0,1901.0,1572.0,1338.0
2014-01-15,3665.0,1933.0,1621.0,1353.0
2014-01-16,3620.0,1957.0,1603.0,1364.0
2014-01-17,3670.0,2038.0,1650.0,1395.0
2014-01-20,3625.0,2018.0,1666.0,1377.0
2014-01-21,3740.0,2014.0,1671.0,1390.0
2014-01-22,3765.0,2020.0,1677.0,1402.0
2014-01-23,3760.0,1990.0,1687.0,1372.0
2014-01-24,3660.0,1972.0,1681.0,1342.0
2014-01-27,3565.0,1899.0,1656.0,1324.0
2014-01-28,3595.0,1881.0,1651.0,1294.0
2014-01-29,3740.0,1903.0,1698.0,1355.0
2014-01-30,3620.0,1867.0,1652.0,1356.0
2014-01-31,3670.0,1939.0,1705.0,1410.0
2014-02-03,3635.0,1909.0,1683.0,1350.0
2014-02-04,3445.0,1822.0,1657.0,1291.0
2014-02-05,3775.0,1863.0,1694.0,1305.0
2014-02-06,3920.0,1869.0,1668.0,1313.0
2014-02-07,3905.0,1867.0,1656.0,1314.0
2014-02-10,3955.0,1920.0,1714.0,1339.0
2014-02-12,3955.0,1948.0,1753.0,1369.0
2014-02-13,3890.0,1888.0,1712.0,1337.0
2014-02-14,3800.0,1849.0,1690.0,1317.0
2014-02-17,3795.0,1878.0,1664.0,1316.0
2014-02-18,3940.0,1880.0,1683.0,1321.0
2014-02-19,4010.0,1878.0,1715.0,1297.0
2014-02-20,3955.0,1833.0,1713.0,1293.0
2014-02-21,4090.0,1895.0,1770.0,1323.0
2014-02-24,4050.0,1883.0,1763.0,1316.0
2014-02-25,4060.0,1968.0,1776.0,1361.0
2014-02-26,4190.0,1964.0,1801.0,1333.0
2014-02-27,4260.0,2004.0,1769.0,1307.0
2014-02-28,4205.0,1990.0,1751.0,1311.0
2014-03-03,4105.0,1952.0,1706.0,1298.0
2014-03-04,4135.0,2002.0,1726.0,1323.0
2014-03-05,4160.0,1968.0,1778.0,1332.0
2014-03-06,4185.0,1943.0,1776.0,1340.0
2014-03-07,4205.0,1976.0,1852.0,1361.0
2014-03-10,4135.0,1989.0,1821.0,1351.0
2014-03-11,4150.0,1993.0,1848.0,1354.0
2014-03-12,4025.0,1944.0,1816.0,1313.0
2014-03-13,4110.0,1946.0,1785.0,1328.0
2014-03-14,3910.0,1885.0,1724.0,1299.0
2014-03-17,3905.0,1861.0,1724.0,1250.0
2014-03-18,4010.0,1884.0,1781.0,1296.0
2014-03-19,4005.0,1879.0,1770.0,1284.0
2014-03-20,3855.0,1884.0,1722.0,1253.0
2014-03-24,3890.0,1837.0,1700.0,1274.0
2014-03-25,3860.0,1833.0,1685.0,1264.0
2014-03-26,3825.0,1822.0,1684.0,1285.0
2014-03-27,3955.0,1816.0,1652.0,1262.0
2014-03-28,3960.0,1808.0,1686.0,1256.0
2014-03-31,4015.0,1806.0,1694.0,1293.0
2014-04-01,3970.0,1799.0,1679.0,1291.0
2014-04-02,4055.0,1840.0,1683.0,1271.0
2014-04-03,4090.0,1840.0,1690.0,1279.0
2014-04-04,3995.0,1782.0,1680.0,1273.0
2014-04-07,3860.0,1744.0,1674.0,1244.0
2014-04-08,3855.0,1715.0,1690.0,1212.0
2014-04-09,3800.0,1731.0,1668.0,1205.0
2014-04-10,3765.0,1715.0,1619.0,1197.0
2014-04-11,3675.0,1677.0,1582.0,1190.0
2014-04-14,3730.0,1673.0,1564.0,1247.0
2014-04-15,3785.0,1707.0,1553.0,1207.0
2014-04-16,3850.0,1725.0,1566.0,1231.0
2014-04-17,3875.0,1733.0,1564.0,1238.0
2014-04-18,3865.0,1723.0,1589.0,1212.0
2014-04-21,3870.0,1693.0,1579.0,1208.0
2014-04-22,3845.0,1679.0,1565.0,1202.0
2014-04-23,3895.0,1661.0,1573.0,1219.0
2014-04-24,3855.0,1697.0,1572.0,1220.0
2014-04-25,3910.0,1700.0,1587.0,1240.0
2014-04-28,3920.0,1679.0,1576.0,1247.0
2014-04-30,3955.0,1691.0,1582.0,1263.0
2014-05-01,4010.0,1729.0,1628.0,1280.0
2014-05-02,3980.0,1723.0,1598.0,1277.0
2014-05-07,3900.0,1657.0,1553.0,1219.0
2014-05-08,3965.0,1685.0,1558.0,1231.0
2014-05-09,3790.0,1713.0,1549.0,1231.0
2014-05-12,3825.0,1683.0,1558.0,1263.0
2014-05-13,3900.0,1698.0,1569.0,1283.0
2014-05-14,3890.0,1682.0,1576.0,1274.0
2014-05-15,3840.0,1656.0,1570.0,1252.0
2014-05-16,3750.0,1609.0,1551.0,1242.0
2014-05-19,3690.0,1586.0,1570.0,1246.0
2014-05-20,3645.0,1632.0,1563.0,1249.0
2014-05-21,3690.0,1677.0,1571.0,1251.0
2014-05-22,3720.0,1703.0,1606.0,1254.0
2014-05-23,3705.0,1713.0,1613.0,1264.0
2014-05-26,3755.0,1758.0,1680.0,1305.0
2014-05-27,3805.0,1768.0,1700.0,1300.0
2014-05-28,3775.0,1761.0,1715.0,1305.0
2014-05-29,3740.0,1764.0,1708.0,1302.0
2014-05-30,3700.0,1755.0,1725.0,1308.0
2014-06-02,3790.0,1772.0,1755.0,1316.0
2014-06-03,3860.0,1790.0,1789.0,1336.0
2014-06-04,3825.0,1804.0,1755.0,1341.0
2014-06-05,3810.0,1787.0,1785.0,1347.0
2014-06-06,3825.0,1781.0,1793.0,1352.0
2014-06-09,3865.0,1753.0,1777.0,1358.0
2014-06-10,3780.0,1760.0,1770.0,1382.0
2014-06-11,3840.0,1768.0,1746.0,1391.0
2014-06-12,3805.0,1763.0,1755.0,1394.0
2014-06-13,3890.0,1760.0,1760.0,1371.0
2014-06-16,3880.0,1749.0,1745.0,1392.0
2014-06-17,3930.0,1746.0,1725.0,1402.0
2014-06-18,3935.0,1760.0,1733.0,1381.0
2014-06-19,4035.0,1730.0,1765.0,1367.0
2014-06-20,3955.0,1738.0,1739.0,1322.0
2014-06-23,4040.0,1750.0,1752.0,1350.0
2014-06-24,3985.0,1760.0,1753.0,1369.0
2014-06-25,3950.0,1763.0,1749.0,1374.0
2014-06-26,3985.0,1808.0,1790.0,1385.0
2014-06-27,3900.0,1866.0,1746.0,1335.0
2014-06-30,3890.0,1882.0,1740.0,1333.0
2014-07-01,3900.0,1896.0,1798.0,1352.0
2014-07-02,3930.0,1889.0,1874.0,1381.0
2014-07-03,3925.0,1874.0,1880.0,1392.0
2014-07-04,3925.0,1888.0,1913.0,1405.0
2014-07-07,3925.0,1882.0,1904.0,1380.0
2014-07-08,3855.0,1872.0,1873.0,1371.0
2014-07-09,3860.0,1880.0,1883.0,1365.0
2014-07-10,3805.0,1863.0,1885.0,1365.0
2014-07-11,3765.0,1866.0,1901.0,1365.0
2014-07-14,3830.0,1903.0,1939.0,1357.0
2014-07-15,3865.0,1921.0,1947.0,1378.0
2014-07-16,3855.0,1913.0,1923.0,1386.0
2014-07-17,3870.0,1941.0,1943.0,1386.0
2014-07-18,3785.0,1934.0,1933.0,1374.0
2014-07-22,3840.0,1931.0,1932.0,1387.0
2014-07-23,3795.0,1924.0,1955.0,1395.0
2014-07-24,3785.0,1938.0,1933.0,1397.0
2014-07-25,3850.0,1953.0,1978.0,1412.0
2014-07-28,3840.0,2009.0,1956.0,1428.0
2014-07-29,3940.0,2011.0,2012.0,1443.0
2014-07-30,3940.0,2049.0,2034.0,1470.0
2014-07-31,3950.0,2045.0,1902.0,1424.0
2014-08-01,3850.0,2012.0,1904.0,1448.0
2014-08-04,3790.0,2019.0,1937.0,1433.0
2014-08-05,3785.0,2028.0,1946.0,1435.0
2014-08-06,3755.0,2088.0,1915.0,1439.0
2014-08-07,3775.0,2286.0,1965.0,1470.0
2014-08-08,3655.0,2216.0,1963.0,1474.0
2014-08-11,3745.0,2172.0,2003.0,1510.0
2014-08-12,3705.0,2242.0,1990.0,1539.0
2014-08-13,3700.0,2304.0,1968.0,1598.0
2014-08-14,3735.0,2324.0,1981.0,1561.0
2014-08-15,3735.0,2284.0,1962.0,1587.0
2014-08-18,3685.0,2295.0,1984.0,1589.0
2014-08-19,3735.0,2342.0,1999.0,1594.0
2014-08-20,3730.0,2277.0,1964.0,1579.0
2014-08-21,3765.0,2284.0,1939.0,1589.0
2014-08-22,3740.0,2281.0,1917.0,1589.0
2014-08-25,3750.0,2283.0,1923.0,1610.0
2014-08-26,3715.0,2286.0,1945.0,1656.0
2014-08-27,3710.0,2274.0,1924.0,1656.0
2014-08-28,3680.0,2274.0,1913.0,1632.0
2014-08-29,3730.0,2265.0,1918.0,1627.0
2014-09-01,3725.0,2273.0,1910.0,1618.0
2014-09-02,3755.0,2289.0,1903.0,1663.0
2014-09-03,3725.0,2294.0,1902.0,1689.0
2014-09-04,3720.0,2264.0,1851.0,1651.0
2014-09-05,3750.0,2244.0,1863.0,1637.0
2014-09-08,3755.0,2263.0,1887.0,1651.0
2014-09-09,3735.0,2262.0,1905.0,1648.0
2014-09-10,3765.0,2259.0,1910.0,1687.0
2014-09-11,3785.0,2203.0,1924.0,1669.0
2014-09-12,3790.0,2211.0,1889.0,1654.0
2014-09-16,3805.0,2221.0,1901.0,1719.0
2014-09-17,3820.0,2308.0,1934.0,1763.0
2014-09-18,3855.0,2290.0,1921.0,1739.0
2014-09-19,3950.0,2295.0,1883.0,1743.0
2014-09-22,3940.0,2261.0,1907.0,1761.0
2014-09-24,3925.0,2297.0,1923.0,1780.0
2014-09-25,3935.0,2301.0,1949.0,1774.0
2014-09-26,3910.0,2298.0,1949.0,1725.0
2014-09-29,3940.0,2278.0,1963.0,1713.0
2014-09-30,3950.0,2296.0,1919.0,1723.0
2014-10-01,4035.0,2278.0,1899.0,1692.0
2014-10-02,3985.0,2183.0,1858.0,1637.0
2014-10-03,3985.0,2210.0,1829.0,1670.0
2014-10-06,3985.0,2240.0,1776.0,1695.0
2014-10-07,3945.0,2196.0,1773.0,1648.0
2014-10-08,3940.0,2176.0,1758.0,1646.0
2014-10-09,3915.0,2144.0,1720.0,1626.0
2014-10-10,3850.0,2124.0,1722.0,1599.0
2014-10-14,3785.0,2082.0,1725.0,1569.0
2014-10-15,3790.0,2164.0,1737.0,1603.0
2014-10-16,3705.0,2091.0,1751.0,1545.0
2014-10-17,3660.0,2061.0,1669.0,1536.0
2014-10-20,3755.0,2139.0,1717.0,1587.0
2014-10-21,3780.0,2184.0,1685.0,1568.0
2014-10-22,3865.0,2202.0,1744.0,1605.0
2014-10-23,3845.0,2205.0,1723.0,1592.0
2014-10-24,3875.0,2258.0,1741.0,1611.0
2014-10-27,3935.0,2257.0,1747.0,1611.0
2014-10-28,3960.0,2235.0,1740.0,1602.0
2014-10-29,4020.0,2235.0,1759.0,1606.0
2014-10-30,4045.0,2190.0,1725.0,1575.0
2014-10-31,4265.0,2273.0,1800.0,1624.0
2014-11-03,4265.0,2273.0,1800.0,1624.0
2014-11-04,4345.0,2226.0,1771.0,1613.0
2014-11-05,4370.0,2338.0,1803.0,1644.0
2014-11-06,4360.0,2302.0,1838.0,1626.0
2014-11-07,4355.0,2300.0,1844.0,1637.0
2014-11-10,4320.0,2256.0,1827.0,1634.0
2014-11-11,4345.0,2325.0,1824.0,1640.0
2014-11-12,4430.0,2305.0,1802.0,1630.0
2014-11-13,4400.0,2331.0,1783.0,1637.0
2014-11-14,4430.0,2349.0,1783.0,1652.0
2014-11-17,4305.0,2287.0,1710.0,1620.0
2014-11-18,4435.0,2377.0,1757.0,1638.0
2014-11-19,4380.0,2376.0,1770.0,1629.0
2014-11-20,4440.0,2446.0,1784.0,1623.0
2014-11-21,4480.0,2487.0,1803.0,1625.0
2014-11-24,4480.0,2487.0,1803.0,1625.0
2014-11-25,4515.0,2407.0,1819.0,1624.0
2014-11-26,4530.0,2410.0,1818.0,1632.0
2014-11-27,4465.0,2449.0,1822.0,1632.0
2014-11-28,4530.0,2410.0,1849.0,1633.0
2014-12-01,4575.0,2407.0,1889.0,1686.0
2014-12-02,4565.0,2439.0,1927.0,1702.0
2014-12-03,4480.0,2472.0,1954.0,1705.0
2014-12-04,4475.0,2473.0,1978.0,1716.0
2014-12-05,4415.0,2466.0,2001.0,1734.0
2014-12-08,4360.0,2439.0,1998.0,1746.0
2014-12-09,4380.0,2432.0,1992.0,1752.0
2014-12-10,4325.0,2432.0,1958.0,1734.0
2014-12-11,4280.0,2459.0,1982.0,1731.0
2014-12-12,4305.0,2431.0,1977.0,1732.0
2014-12-15,4215.0,2407.0,1968.0,1740.0
2014-12-16,4145.0,2362.0,1912.0,1667.0
2014-12-17,4165.0,2330.0,1865.0,1658.0
2014-12-18,4305.0,2319.0,1798.0,1686.0
2014-12-19,4420.0,2404.0,1833.0,1690.0
2014-12-22,4425.0,2404.0,1843.0,1699.0
2014-12-23,4425.0,2404.0,1843.0,1699.0
2014-12-24,4510.0,2456.0,1818.0,1723.0
2014-12-25,4530.0,2487.0,1843.0,1745.0
2014-12-26,4590.0,2529.0,1851.0,1765.0
2014-12-29,4550.0,2564.0,1842.0,1780.0
2014-12-30,4515.0,2579.0,1819.0,1768.0
2014-12-31,4515.0,2579.0,1819.0,1768.0
2015-01-01,4515.0,2579.0,1819.0,1768.0
2015-01-02,4515.0,2579.0,1819.0,1768.0
2015-01-05,4530.0,2553.0,1811.0,1779.0
2015-01-06,4375.0,2476.0,1748.0,1755.0
2015-01-07,4300.0,2459.0,1748.0,1754.0
2015-01-08,4350.0,2481.0,1815.0,1775.0
2015-01-09,4330.0,2478.0,1805.0,1756.0
2015-01-13,4345.0,2480.0,1813.0,1766.0
2015-01-14,4260.0,2485.0,1809.0,1770.0
2015-01-15,4340.0,2473.0,1839.0,1790.0
2015-01-16,4295.0,2458.0,1821.0,1791.0
2015-01-19,4330.0,2476.0,1865.0,1808.0
2015-01-20,4490.0,2524.0,1923.0,1835.0
